Count;Id;Label;Type;Bastard;Non-cyrillic
19;вопрос;вопрос;S;False;False
19;выделяться;выделяться;V;False;False
19;вычислять;вычислять;V;False;False
19;дорога;дорога;S;False;False
19;ежедневно;ежедневно;ADV;False;False
19;каков;каков;APRO;False;False
19;класс;класс;S;False;False
19;курица;курица;S;False;False
19;лыжник;лыжник;S;False;False
19;мешок;мешок;S;False;False
19;половина;половина;S;False;False
19;помощь;помощь;S;False;False
19;принтер;принтер;S;False;False
19;расход;расход;S;False;False
19;рукопись;рукопись;S;False;False
19;см;см;S;False;False
19;содержать;содержать;V;False;False
19;стена;стена;S;False;False
19;тракторист;тракторист;S;False;False
19;убирать;убирать;V;False;False
18;грузовой;грузовой;A;False;False
18;грядка;грядка;S;False;False
18;офис;офис;S;False;False
18;площадь;площадь;S;False;False
18;пролетать;пролетать;V;False;False
18;собирать;собирать;V;False;False
18;увеличивать;увеличивать;V;False;False
18;число;число;S;False;False
17;бегун;бегун;S;False;False
17;вася;вася;S;False;False
17;высота;высота;S;False;False
17;компьютер;компьютер;S;False;False
17;норма;норма;S;False;False
17;обрабатывать;обрабатывать;V;False;False
17;подниматься;подниматься;V;False;False
17;поселок;поселок;S;False;False
17;саша;саша;S;False;False
17;способный;способный;A;False;False
17;температура;температура;S;False;False
16;га;га;S;False;False
16;дистанция;дистанция;S;False;False
16;затем;затем;ADV;False;False
16;конвейер;конвейер;S;False;False
16;мина;мина;S;False;False
16;наиболее;наиболее;ADV;False;False
16;объем;объем;S;False;False
16;пассажирский;пассажирский;A;False;False
16;совместно;совместно;ADV;False;False
16;хватить;хватить;V;False;False
16;электрический;электрический;A;False;False
16;я;я;SPRO;False;False
15;вырыть;вырыть;V;False;False
15;ее;ее;APRO;False;False
15;изготовлять;изготовлять;V;False;False
15;маршрут;маршрут;S;False;False
15;мб;мб;S;False;False
15;миша;миша;S;False;False
15;начинать;начинать;V;False;False
15;поздно;поздно;ADV;False;False
15;пристань;пристань;S;False;False
15;равномерно;равномерно;ADV;False;False
15;смочь;смочь;V;False;False
15;ток;ток;S;False;False
15;фабрика;фабрика;S;False;False
14;водитель;водитель;S;False;False
14;втроем;втроем;ADV;False;False
14;даша;даша;S;False;False
14;долго;долго;ADV;False;False
14;засеивать;засеивать;V;False;False
14;земля;земля;S;False;False
14;каменщик;каменщик;S;False;False
14;перекачивать;перекачивать;V;False;False
14;план;план;S;False;False
14;плохой;плохой;A;False;False
14;процент;процент;S;False;False
14;разгружать;разгружать;V;False;False
14;размер;размер;S;False;False
14;самый;самый;APRO;False;False
14;сила;сила;S;False;False
14;состоять;состоять;V;False;False
14;спальный;спальный;A;False;False
14;студентка;студентка;S;False;False
14;т;т;S;False;False
14;файл;файл;S;False;False
13;движение;движение;S;False;False
13;или;или;CONJ;False;False
13;мост;мост;S;False;False
13;оля;оля;S;False;False
13;принадлежать;принадлежать;V;False;False
13;пропалывать;пропалывать;V;False;False
13;пять;пять;NUM;False;False
13;руб;руб;S;False;False
13;садовый;садовый;A;False;False
13;станция;станция;S;False;False
13;стоять;стоять;V;False;False
13;чай;чай;S;False;False
13;швея;швея;S;False;False
12;аватарий;аватарий;S;True;False
12;банка;банка;S;False;False
12;вершина;вершина;S;False;False
12;залезать;залезать;V;False;False
12;затрачивать;затрачивать;V;False;False
12;картофель;картофель;S;False;False
12;над;над;PR;False;False
12;оба;оба;NUM;False;False
12;одаренный;одаренный;A;False;False
12;партия;партия;S;False;False
12;перевозить;перевозить;V;False;False
12;последний;последний;A;False;False
12;потребоваться;потребоваться;V;False;False
12;продукция;продукция;S;False;False
12;проползать;проползать;V;False;False
12;себя;себя;SPRO;False;False
12;спускаться;спускаться;V;False;False
12;станок;станок;S;False;False
12;участок;участок;S;False;False
12;школьник;школьник;S;False;False
11;всего;всего;PART;False;False
11;г;г;S;False;False
11;загружать;загружать;V;False;False
11;конференция;конференция;S;False;False
11;котлован;котлован;S;False;False
11;краткий;краткий;A;False;False
11;курсовой;курсовой;A;False;False
11;набирать;набирать;V;False;False
11;но;но;CONJ;False;False
11;о;о;PR;False;False
11;озеро;озеро;S;False;False
11;пакетик;пакетик;S;False;False
11;постоянный;постоянный;A;False;False
11;пройти;пройти;V;False;False
11;резистор;резистор;S;False;False
11;следующий;следующий;A;False;False
11;сначала;сначала;ADV;False;False
11;товарный;товарный;A;False;False
11;трава;трава;S;False;False
11;тратить;тратить;V;False;False
11;у;у;PR;False;False
11;энергия;энергия;S;False;False
10;автомат;автомат;S;False;False
10;баржа;баржа;S;False;False
10;включать;включать;V;False;False
10;вокруг;вокруг;PR;False;False
10;выбирать;выбирать;V;False;False
10;горючее;горючее;S;False;False
10;единица;единица;S;False;False
10;заползать;заползать;V;False;False
10;заполняться;заполняться;V;False;False
10;кдж;кдж;S;False;False
10;комбайн;комбайн;S;False;False
10;маятник;маятник;S;False;False
10;мой;мой;APRO;False;False
10;мука;мука;S;False;False
10;об;об;PR;False;False
10;отправлять;отправлять;V;False;False
10;параллельно;параллельно;ADV;False;False
10;перепечатывать;перепечатывать;V;False;False
10;повертываться;повертываться;V;False;False
10;показывать;показывать;V;False;False
10;уравнение;уравнение;S;False;False
10;условие;условие;S;False;False
10;уходить;уходить;V;False;False
10;шоссе;шоссе;S;False;False
9;a;a;None;False;True
9;александр;александр;S;False;False
9;алиса;алиса;S;False;False
9;вертолет;вертолет;S;False;False
9;воздух;воздух;S;False;False
9;возраст;возраст;S;False;False
9;выполнение;выполнение;S;False;False
9;девочка;девочка;S;False;False
9;занимать;занимать;V;False;False
9;запись;запись;S;False;False
9;измерение;измерение;S;False;False
9;интернет;интернет;S;False;False
9;корова;корова;S;False;False
9;лед;лед;S;False;False
9;масло;масло;S;False;False
9;математика;математика;S;False;False
9;месячные;месячные;S;False;False
9;может;может;ADV;False;False
9;надо;надо;ADV;False;False
9;намечать;намечать;V;False;False
9;оставаться;оставаться;V;False;False
9;очищать;очищать;V;False;False
9;пекарня;пекарня;S;False;False
9;плот;плот;S;False;False
9;подъем;подъем;S;False;False
9;получать;получать;V;False;False
9;пользоваться;пользоваться;V;False;False
9;понадобиться;понадобиться;V;False;False
9;предыдущий;предыдущий;A;False;False
9;производительность;производительность;S;False;False
9;профессор;профессор;S;False;False
9;седьмой;седьмой;ANUM;False;False
9;столб;столб;S;False;False
9;текст;текст;S;False;False
9;уже;уже;ADV;False;False
9;урожай;урожай;S;False;False
9;успевать;успевать;V;False;False
9;цех;цех;S;False;False
9;черепаха;черепаха;S;False;False
9;школа;школа;S;False;False
8;ведро;ведро;S;False;False
8;войско;войско;S;False;False
8;все;все;SPRO;False;False
8;горячий;горячий;A;False;False
8;дежурный;дежурный;S;False;False
8;еще;еще;ADV;False;False
8;завершать;завершать;V;False;False
8;катя;катя;S;False;False
8;когда;когда;CONJ;False;False
8;колебание;колебание;S;False;False
8;кухня;кухня;S;False;False
8;месячный;месячный;A;False;False
8;молочный;молочный;A;False;False
8;навстречу;навстречу;ADV;False;False
8;обратный;обратный;A;False;False
8;погода;погода;S;False;False
8;потреблять;потреблять;V;False;False
8;прошлый;прошлый;A;False;False
8;раскрашивать;раскрашивать;V;False;False
8;сливочный;сливочный;A;False;False
8;советский;советский;A;False;False
8;счетчик;счетчик;S;False;False
8;сын;сын;S;False;False
8;топливо;топливо;S;False;False
8;ты;ты;SPRO;False;False
8;тыс;тыс;S;False;False
8;увидеть;увидеть;V;False;False
8;укладывать;укладывать;V;False;False
8;фермер;фермер;S;False;False
8;цепь;цепь;S;False;False
8;ящик;ящик;S;False;False
7;впервые;впервые;ADV;False;False
7;выкладывать;выкладывать;V;False;False
7;выручка;выручка;S;False;False
7;грузовик;грузовик;S;False;False
7;детский;детский;A;False;False
7;длиться;длиться;V;False;False
7;доводить;доводить;V;False;False
7;доползать;доползать;V;False;False
7;загружаться;загружаться;V;False;False
7;загрузка;загрузка;S;False;False
7;захват;захват;S;False;False
7;из-за;из-за;PR;False;False
7;источник;источник;S;False;False
7;карлсон;карлсон;S;False;False
7;квалификация;квалификация;S;False;False
7;конец;конец;S;False;False
7;любой;любой;APRO;False;False
7;масса;масса;S;False;False
7;нагревать;нагревать;V;False;False
7;написать;написать;V;False;False
7;никогда;никогда;ADVPRO;False;False
7;новый;новый;A;False;False
7;оказываться;оказываться;V;False;False
7;олег;олег;S;False;False
7;освобождать;освобождать;V;False;False
7;откачивать;откачивать;V;False;False
7;очень;очень;ADV;False;False
7;папа;папа;S;False;False
7;перед;перед;PR;False;False
7;подъемные;подъемные;S;False;False
7;полностью;полностью;ADV;False;False
7;поэтому;поэтому;ADVPRO;False;False
7;рано;рано;ADV;False;False
7;результат;результат;S;False;False
7;рисунок;рисунок;S;False;False
7;руслан;руслан;S;False;False
7;скорый;скорый;A;False;False
7;снег;снег;S;False;False
7;сокращение;сокращение;S;False;False
7;сон;сон;S;False;False
7;спираль;спираль;S;False;False
7;сползать;сползать;V;False;False
7;спуск;спуск;S;False;False
7;спутник;спутник;S;False;False
7;сравнение;сравнение;S;False;False
7;становиться;становиться;V;False;False
7;столовая;столовая;S;False;False
7;тариф;тариф;S;False;False
7;увеличиваться;увеличиваться;V;False;False
7;уменьшаться;уменьшаться;V;False;False
7;фашистский;фашистский;A;False;False
7;формула;формула;S;False;False
7;цистерна;цистерна;S;False;False
7;чайник;чайник;S;False;False
7;частота;частота;S;False;False
7;четыре;четыре;NUM;False;False
6;автомашина;автомашина;S;False;False
6;антон;антон;S;False;False
6;бежать;бежать;V;False;False
6;больше;больше;ADV;False;False
6;ваня;ваня;S;False;False
6;варение;варение;S;False;False
6;вечер;вечер;S;False;False
6;впитываться;впитываться;V;False;False
6;врач;врач;S;False;False
6;вскапывать;вскапывать;V;False;False
6;выделять;выделять;V;False;False
6;выезжать;выезжать;V;False;False
6;гиппократ;гиппократ;ADV;True;False
6;готовиться;готовиться;V;False;False
6;груз;груз;S;False;False
6;двигатель;двигатель;S;False;False
6;дед;дед;S;False;False
6;действовать;действовать;V;False;False
6;дизентерия;дизентерия;S;False;False
6;дисбактериоз;дисбактериоз;S;False;False
6;друг;друг;S;False;False
6;желудок;желудок;S;False;False
6;зависимость;зависимость;S;False;False
6;задаваться;задаваться;V;False;False
6;записывать;записывать;V;False;False
6;зафиксировать;зафиксировать;V;False;False
6;знаменитый;знаменитый;A;False;False
6;исцелять;исцелять;V;False;False
6;квартира;квартира;S;False;False
6;килограмм;килограмм;S;False;False
6;кожа;кожа;S;False;False
6;колит;колит;S;False;False
6;костя;костя;S;False;False
6;крем;крем;S;False;False
6;лампа;лампа;S;False;False
6;легковой;легковой;A;False;False
6;лекарство;лекарство;S;False;False
6;максимальный;максимальный;A;False;False
6;малыш;малыш;S;False;False
6;молчать;молчать;V;False;False
6;монополист;монополист;S;False;False
6;мороз;мороз;S;False;False
6;морщина;морщина;S;False;False
6;москва;москва;S;False;False
6;мы;мы;SPRO;False;False
6;мышца;мышца;S;False;False
6;напряжение;напряжение;S;False;False
6;начало;начало;S;False;False
6;необходимый;необходимый;A;False;False
6;олень;олень;S;False;False
6;ось;ось;S;False;False
6;отпечатывать;отпечатывать;V;False;False
6;передавать;передавать;V;False;False
6;подымать;подымать;V;False;False
6;ползти;ползти;V;False;False
6;пользователь;пользователь;S;False;False
6;полюс;полюс;S;False;False
6;полярник;полярник;S;False;False
6;построить;построить;V;False;False
6;предполагать;предполагать;V;False;False
6;предприятие;предприятие;S;False;False
6;присоединяться;присоединяться;V;False;False
6;приступать;приступать;V;False;False
6;пробегать;пробегать;V;False;False
6;проволочный;проволочный;A;False;False
6;прокладывать;прокладывать;V;False;False
6;пролагать;пролагать;V;False;False
6;простой;простой;A;False;False
6;протяжение;протяжение;S;False;False
6;прыжок;прыжок;S;False;False
6;пульс;пульс;S;False;False
6;пульсация;пульсация;S;False;False
6;разглаживать;разглаживать;V;False;False
6;разовый;разовый;A;False;False
6;рецепт;рецепт;S;False;False
6;рыбаков;рыбаков;S;False;False
6;сальмонеллез;сальмонеллез;S;False;False
6;сам;сам;APRO;False;False
6;сдавать;сдавать;V;False;False
6;северный;северный;A;False;False
6;семья;семья;S;False;False
6;сердечный;сердечный;A;False;False
6;сережа;сережа;S;False;False
6;спрос;спрос;S;False;False
6;старшеклассник;старшеклассник;S;False;False
6;столько;столько;NUM;False;False
6;студент;студент;S;False;False
6;судак;судак;S;False;False
6;сэкономить;сэкономить;V;False;False
6;тетрадь;тетрадь;S;False;False
6;типография;типография;S;False;False
6;язва;язва;S;False;False
5;b;b;None;False;True
5;q;q;None;False;True
5;r;r;None;False;True
5;t;t;None;False;True
5;автомобилист;автомобилист;S;False;False
5;андрей;андрей;S;False;False
5;бег;бег;S;False;False
5;буквально;буквально;ADV;False;False
5;вагон;вагон;S;False;False
5;вес;вес;S;False;False
5;взять;взять;V;False;False
5;вместо;вместо;PR;False;False
5;внушать;внушать;V;False;False
5;всадник;всадник;S;False;False
5;выкачивать;выкачивать;V;False;False
5;выражение;выражение;S;False;False
5;гора;гора;S;False;False
5;гто;гто;S;False;False
5;деревня;деревня;S;False;False
5;допинг;допинг;S;False;False
5;ежемесячно;ежемесячно;ADV;False;False
5;жир;жир;S;False;False
5;забег;забег;S;False;False
5;заветный;заветный;A;False;False
5;звонок;звонок;S;False;False
5;зима;зима;S;False;False
5;значок;значок;S;False;False
5;иван;иван;S;False;False
5;инженер;инженер;S;False;False
5;итог;итог;S;False;False
5;коля;коля;S;False;False
5;корм;корм;S;False;False
5;кровь;кровь;S;False;False
5;лес;лес;S;False;False
5;лететь;лететь;V;False;False
5;луг;луг;S;False;False
5;мотоцикл;мотоцикл;S;False;False
5;мужчина;мужчина;S;False;False
5;наборщик;наборщик;S;False;False
5;направление;направление;S;False;False
5;настя;настя;S;False;False
5;нести;нести;V;False;False
5;обои;обои;S;False;False
5;обувь;обувь;S;False;False
5;овощ;овощ;S;False;False
5;оклеивать;оклеивать;V;False;False
5;опускаться;опускаться;V;False;False
5;отпивать;отпивать;V;False;False
5;отпуск;отпуск;S;False;False
5;отштамповывать;отштамповывать;V;False;False
5;пар;пар;S;False;False
5;период;период;S;False;False
5;платить;платить;V;False;False
5;подписывать;подписывать;V;False;False
5;поехать;поехать;V;False;False
5;полный;полный;A;False;False
5;помогать;помогать;V;False;False
5;попытка;попытка;S;False;False
5;посадить;посадить;V;False;False
5;последовательно;последовательно;ADV;False;False
5;прибывать;прибывать;V;False;False
5;проверять;проверять;V;False;False
5;проводник;проводник;S;False;False
5;прокладка;прокладка;S;False;False
5;просто;просто;ADV,PART;False;False
5;путешественник;путешественник;S;False;False
5;реакция;реакция;S;False;False
5;ребенок;ребенок;S;False;False
5;резервуар;резервуар;S;False;False
5;рейс;рейс;S;False;False
5;рыбак;рыбак;S;False;False
5;случай;случай;S;False;False
5;соответствующий;соответствующий;A;False;False
5;способ;способ;S;False;False
5;сторона;сторона;S;False;False
5;сумма;сумма;S;False;False
5;сутки;сутки;S;False;False
5;так;так;ADVPRO;False;False
5;только;только;PART;False;False
5;тонна;тонна;S;False;False
5;тоннель;тоннель;S;False;False
5;траншея;траншея;S;False;False
5;труд;труд;S;False;False
5;турбаза;турбаза;S;False;False
5;указывать;указывать;V;False;False
5;установка;установка;S;False;False
5;утро;утро;S;False;False
5;фильтр;фильтр;S;False;False
5;холодный;холодный;A;False;False
5;целый;целый;A;False;False
5;читать;читать;V;False;False
5;швейный;швейный;A;False;False
5;экзамен;экзамен;S;False;False
5;экскурсия;экскурсия;S;False;False
5;электропоезд;электропоезд;S;False;False
4;n;n;None;False;True
4;ok;ok;None;False;True
4;p;p;None;False;True
4;ru;ru;None;False;True
4;б;б;PART;False;False
4;беременность;беременность;S;False;False
4;ванна;ванна;S;False;False
4;вращаться;вращаться;V;False;False
4;гектар;гектар;S;False;False
4;грамм;грамм;S;False;False
4;данные;данные;S;False;False
4;данный;данный;A;False;False
4;дача;дача;S;False;False
4;действие;действие;S;False;False
4;действительно;действительно;ADV;False;False
4;дешевый;дешевый;A;False;False
4;дж;дж;None;False;True
4;договор;договор;S;False;False
4;доходить;доходить;V;False;False
4;жираф;жираф;S;False;False
4;заготовка;заготовка;S;False;False
4;заданный;заданный;A;False;False
4;задник;задник;S;False;False
4;запасать;запасать;V;False;False
4;заплатить;заплатить;V;False;False
4;заяц;заяц;S;False;False
4;здоровье;здоровье;S;False;False
4;знак;знак;S;False;False
4;изделие;изделие;S;False;False
4;иметься;иметься;V;False;False
4;исходить;исходить;V;False;False
4;картофелина;картофелина;S;False;False
4;касса;касса;S;False;False
4;квт;квт;S;False;False
4;киоск;киоск;S;False;False
4;кипение;кипение;S;False;False
4;кирпич;кирпич;S;False;False
4;кирпичный;кирпичный;A;False;False
4;коза;коза;S;False;False
4;кондитер;кондитер;S;False;False
4;кот;кот;S;False;False
4;круг;круг;S;False;False
4;кто;кто;SPRO;False;False
4;лошадиный;лошадиный;A;False;False
4;лошадь;лошадь;S;False;False
4;марка;марка;S;False;False
4;маршрутный;маршрутный;A;False;False
4;место;место;S;False;False
4;нагреватель;нагреватель;S;False;False
4;настоящий;настоящий;A;False;False
4;недостаток;недостаток;S;False;False
4;нога;нога;S;False;False
4;ого;ого;INTJ;False;False
4;окончание;окончание;S;False;False
4;округлять;округлять;V;False;False
4;окупаться;окупаться;V;False;False
4;ом;ом;S;False;False
4;орех;орех;S;False;False
4;остальной;остальной;APRO;False;False
4;открытка;открытка;S;False;False
4;пальто;пальто;S;False;False
4;пассажир;пассажир;S;False;False
4;поверхность;поверхность;S;False;False
4;поймать;поймать;V;False;False
4;поровну;поровну;ADV;False;False
4;потрясающе;потрясающе;ADV;False;False
4;предел;предел;S;False;False
4;премия;премия;S;False;False
4;приводить;приводить;V;False;False
4;прийти;прийти;V;False;False
4;причем;причем;CONJ;False;False
4;программа;программа;S;False;False
4;проживать;проживать;V;False;False
4;производить;производить;V;False;False
4;происходить;происходить;V;False;False
4;р;р;S;False;False
4;работник;работник;S;False;False
4;рассчитать;рассчитать;V;False;False
4;расти;расти;V;False;False
4;расчищать;расчищать;V;False;False
4;садиться;садиться;V;False;False
4;свет;свет;S;False;False
4;секрет;секрет;S;False;False
4;сено;сено;S;False;False
4;снегоуборочный;снегоуборочный;A;False;False
4;сопротивление;сопротивление;S;False;False
4;срок;срок;S;False;False
4;срочно;срочно;ADV;False;False
4;стакан;стакан;S;False;False
4;стол;стол;S;False;False
4;сцена;сцена;S;False;False
4;таблица;таблица;S;False;False
4;такси;такси;S;False;False
4;тарифный;тарифный;A;False;False
4;тело;тело;S;False;False
4;трафик;трафик;S;False;False
4;требоваться;требоваться;V;False;False
4;трое;трое;NUM;False;False
4;тысяча;тысяча;S;False;False
4;удельный;удельный;A;False;False
4;уровень;уровень;S;False;False
4;учет;учет;S;False;False
4;фото;фото;S;False;False
4;чекин;чекин;S;True;False
4;четвертый;четвертый;ANUM;False;False
4;ягода;ягода;S;False;False
4;яма;яма;S;False;False
3;c;c;None;False;True
3;d;d;None;False;True
3;апрель;апрель;S;False;False
3;аэродром;аэродром;S;False;False
3;байт;байт;S;False;False
3;белка;белка;S;False;False
3;бессмысленный;бессмысленный;A;False;False
3;биомасса;биомасса;S;False;False
3;бит;бит;S;False;False
3;бой;бой;S;False;False
3;вливаться;вливаться;V;False;False
3;вова;вова;S;False;False
3;водоросль;водоросль;S;False;False
3;вознаграждение;вознаграждение;S;False;False
3;волос;волос;S;False;False
3;вот;вот;PART;False;False
3;вручение;вручение;S;False;False
3;втрое;втрое;ADV;False;False
3;вымывать;вымывать;V;False;False
3;вынести;вынести;V;False;False
3;выплата;выплата;S;False;False
3;вытекать;вытекать;V;False;False
3;вычисляться;вычисляться;V;False;False
3;выяснять;выяснять;V;False;False
3;грузчик;грузчик;S;False;False
3;густо;густо;ADV;False;False
3;да;да;PART,CONJ;False;False
3;девятый;девятый;ANUM;False;False
3;десять;десять;NUM;False;False
3;добираться;добираться;V;False;False
3;домашний;домашний;A;False;False
3;домик;домик;S;False;False
3;езда;езда;S;False;False
3;есть;есть;V;False;False
3;железнодорожный;железнодорожный;A;False;False
3;жизнедеятельность;жизнедеятельность;S;False;False
3;заасфальтировать;заасфальтировать;V;False;False
3;заготавливать;заготавливать;V;False;False
3;задавать;задавать;V;False;False
3;закрывать;закрывать;V;False;False
3;заряд;заряд;S;False;False
